customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score,plan_price_egp,plan_data_gb,plan_call_minutes,age_group,credit_score_group,registration_year,registration_month,plan_price,credit_category
VF-003549,Hussein Gamal El-Sayed,1013512139,56,Nasr City - El Zahraa,Student Plan,2021-04-29,0,526,80,20,200,50+,Poor (<500),2021,4,80,Fair
VF-003550,Nada Gamal El-Gazzar,1033746872,58,Nasr City - Zone 3,Postpaid 150,2023-01-07,0,552,150,25,500,50+,Fair (500-650),2023,1,150,Fair
VF-003551,Yasmin Ibrahim Gamal,1010214901,21,Nasr City - Mostafa El-Nahas,Postpaid 400,2022-12-07,0,762,400,100,2000,18-25,Excellent (750+),2022,12,400,Excellent
VF-003552,Walid Ibrahim Khalil,1055845652,61,Nasr City - Zone 10,Prepaid 50,2025-02-17,0,466,50,5,100,50+,Poor (<500),2025,2,50,Poor
VF-003553,Nader Fathi Mahmoud,1041631035,52,Nasr City - El Zahraa,Unlimited Premium,2024-11-03,0,828,800,-1,-1,50+,Excellent (750+),2024,11,800,Excellent
VF-003554,Nader Hassan Abdullah,1013330235,61,Nasr City - Zone 2,Prepaid 100,2026-01-04,0,368,100,15,300,50+,Poor (<500),2026,1,100,Poor
VF-003555,Sara Abdallah Farouk,1077531996,22,Nasr City - Zone 2,Prepaid 100,2023-08-27,0,616,100,15,300,18-25,Fair (500-650),2023,8,100,Fair
VF-003556,Rana Ali Zidan,1092529680,37,Nasr City - Zone 7,Unlimited Premium,2022-06-08,0,816,800,-1,-1,36-50,Excellent (750+),2022,6,800,Excellent
VF-003557,Yasmin Gamal El-Sayed,1063813163,70,Nasr City - El Zahraa,Prepaid 50,2022-06-12,0,579,50,5,100,50+,Poor (<500),2022,6,50,Fair
VF-003558,Mostafa Magdy El-Gazzar,1039036170,58,Nasr City - Zone 3,Postpaid 400,2022-01-03,0,816,400,100,2000,50+,Excellent (750+),2022,1,400,Excellent
VF-003559,Ashraf Omar Morsy,1042199232,44,Nasr City - Zone 10,Student Plan,2020-08-27,0,420,80,20,200,36-50,Poor (<500),2020,8,80,Poor
VF-003560,Reem Mohamed Mansour,1095988079,36,Nasr City - Zone 2,Postpaid 250,2021-11-23,0,523,600,200,5000,36-50,,2021,11,250,Fair
VF-003561,Noha Mohamed Hassan,1035443951,43,Nasr City - Zone 7,Postpaid 250,2025-02-05,0,644,250,50,1000,36-50,Fair (500-650),2025,2,250,Fair
VF-003562,Rana Farouk El-Sharkawi,1064522557,28,Nasr City - El Mirghany,Prepaid 50,2025-04-07,1,331,50,5,100,26-35,Poor (<500),2025,4,50,Poor
VF-003563,Eman Farouk Shahatah,1034953778,60,Unknown,Postpaid 250,2021-08-01,0,640,250,50,1000,50+,Fair (500-650),2021,8,250,Fair
VF-003564,Ibrahim Hassan Shahatah,1070694138,57,Nasr City - Mostafa El-Nahas,Postpaid 400,2025-01-03,0,768,400,100,2000,50+,Excellent (750+),2025,1,400,Excellent
VF-003565,Eman Ibrahim El-Banna,1057605237,52,Nasr City - Zone 10,Family Plan,2024-11-03,0,714,300,80,1500,50+,Good (650-750),2024,11,300,Good
VF-003566,Dina Ramadan Mahmoud,1077340846,70,Nasr City - El Zahraa,Postpaid 400,2025-04-02,0,788,400,100,2000,50+,Excellent (750+),2025,4,400,Excellent
VF-003567,Yasmin Ali Qasim,1031209637,41,Nasr City - Abbas El-Akkad,Unlimited Premium,2022-10-06,0,816,800,-1,-1,36-50,Excellent (750+),2022,10,800,Excellent
VF-003568,Rami Mohamed El-Sayed,1019555178,21,Unknown,Student Plan,2021-03-13,0,715,80,20,200,18-25,Good (650-750),2021,3,80,Good
VF-003569,Adel Magdy Awad,1023068167,70,Nasr City - Zone 10,Family Plan,2022-11-29,0,691,300,80,1500,50+,Good (650-750),2022,11,300,Good
VF-003570,Ahmed Abdallah Farouk,1082604124,41,Nasr City - Mostafa El-Nahas,Student Plan,2024-03-09,0,357,80,20,200,36-50,Poor (<500),2024,3,80,Poor
VF-003571,Amira Abdel Abdel-Aziz,1072784282,70,Nasr City - El Mirghany,Prepaid 200,2025-01-08,0,507,200,40,800,50+,Fair (500-650),2025,1,200,Fair
VF-003572,Hana Hassan Helmy,1044323784,67,Nasr City - El Zahraa,Prepaid 50,2020-05-14,0,490,50,5,100,50+,Poor (<500),2020,5,50,Poor
VF-003573,Essam Mohamed Salamah,1084771312,51,Nasr City - Zone 2,Postpaid 150,2022-11-20,0,673,150,25,500,50+,Good (650-750),2022,11,150,Good
VF-003574,Mostafa Magdy Ibrahim,1041892309,22,Nasr City - Zone 7,Postpaid 150,2024-05-12,0,562,150,25,500,18-25,Fair (500-650),2024,5,150,Fair
VF-003575,Hany Ali Nasser,1036175038,58,Nasr City - El Mirghany,Student Plan,2025-07-08,0,374,80,20,200,50+,Poor (<500),2025,7,80,Poor
VF-003576,Adel Sayed El-Sharkawi,1089268548,33,Unknown,Unlimited Premium,2022-07-18,0,778,800,-1,-1,26-35,Excellent (750+),2022,7,800,Excellent
VF-003577,Mariam Farouk Ibrahim,1064824146,61,Nasr City - El Zahraa,Family Plan,2024-01-24,0,754,600,200,5000,50+,,2024,1,300,Excellent
VF-003578,Sherif Farouk Farouk,1011872000,26,Nasr City - Zone 7,Prepaid 50,2025-04-05,0,337,50,5,100,26-35,Poor (<500),2025,4,50,Poor
VF-003579,Hana Mahmoud Mansour,1053795576,64,Nasr City - Zone 10,Prepaid 50,2024-02-06,0,567,50,5,100,50+,Poor (<500),2024,2,50,Fair
VF-003580,Tarek Fathi Badawi,1047317775,22,Nasr City - Zone 2,Family Plan,2024-02-05,0,751,300,80,1500,18-25,Excellent (750+),2024,2,300,Excellent
VF-003581,Tamer Ibrahim El-Gazzar,1055423845,21,Nasr City - Zone 3,Prepaid 100,2020-11-16,0,740,100,15,300,18-25,Poor (<500),2020,11,100,Good
VF-003582,Nada Ali Hassan,1027668895,70,Nasr City - Zone 1,Prepaid 100,2022-08-03,0,468,100,15,300,50+,Poor (<500),2022,8,100,Poor
VF-003583,Majed Mohamed Hassan,1028868535,68,Nasr City - Zone 8,Student Plan,2024-02-27,0,741,80,20,200,50+,Poor (<500),2024,2,80,Good
VF-003584,Khaled Salah Hassan,1094946344,43,Nasr City - Mostafa El-Nahas,Postpaid 150,2022-09-20,0,524,150,25,500,36-50,Fair (500-650),2022,9,150,Fair
VF-003585,Adel Abdallah El-Banna,1069542471,52,Nasr City - Zone 7,Postpaid 250,2022-02-25,0,668,250,50,1000,50+,Good (650-750),2022,2,250,Good
VF-003586,Mona Mohamed Awad,1022665518,53,Nasr City - Zone 1,Student Plan,2023-08-01,0,315,80,20,200,50+,Poor (<500),2023,8,80,Poor
VF-003587,Essam Sayed Hanafi,1086112910,32,Nasr City - Zone 1,Prepaid 50,2024-06-04,0,416,50,5,100,26-35,Poor (<500),2024,6,50,Poor
VF-003588,Hany Mohamed Ibrahim,1091746978,55,Nasr City - El Mirghany,Postpaid 250,2020-10-04,0,704,250,50,1000,50+,Good (650-750),2020,10,250,Good
VF-003589,Sherif Ahmed El-Sayed,1010557660,19,Nasr City - El Mirghany,Student Plan,2025-05-17,0,578,80,20,200,18-25,Poor (<500),2025,5,80,Fair
VF-003590,Reem Lotfy Qasim,1081260339,26,Nasr City - Zone 1,Postpaid 150,2022-08-24,0,542,150,25,500,26-35,Fair (500-650),2022,8,150,Fair
VF-003591,Eman Hassan Farouk,1059644885,67,Nasr City - Zone 8,Prepaid 100,2023-02-27,0,448,100,15,300,50+,Poor (<500),2023,2,100,Poor
VF-003592,Rana Ramadan Ali,1098720260,19,Nasr City - Abbas El-Akkad,Prepaid 100,2020-07-27,0,765,100,15,300,18-25,Poor (<500),2020,7,100,Excellent
VF-003593,Ali Mohamed Ibrahim,1080736625,46,Nasr City - Zone 1,Unlimited Premium,2023-03-14,0,651,800,-1,-1,36-50,,2023,3,800,Good
VF-003594,Essam Nabil Badawi,1059148640,34,Nasr City - Zone 1,Prepaid 100,2023-08-23,0,686,100,15,300,26-35,Poor (<500),2023,8,100,Good
VF-003595,Yasmin Omar Hassan,1071411385,61,Nasr City - El Zahraa,Prepaid 200,2024-09-23,0,472,200,40,800,50+,Poor (<500),2024,9,200,Poor
VF-003596,Nader Mohamed Hassan,1086063544,51,Nasr City - Zone 1,Postpaid 150,2024-09-13,0,568,150,25,500,50+,Fair (500-650),2024,9,150,Fair
VF-003597,Hana Nabil Hanafi,1056900948,39,Nasr City - Zone 3,Prepaid 200,2023-05-05,0,494,200,40,800,36-50,Poor (<500),2023,5,200,Poor
VF-003598,Essam Magdy Mansour,1095322774,22,Nasr City - Mostafa El-Nahas,Student Plan,2022-05-29,0,732,80,20,200,18-25,Good (650-750),2022,5,80,Good
VF-003599,Amr Fathi Abdel-Aziz,1010449061,41,Nasr City - Zone 7,Postpaid 250,2020-12-08,0,683,250,50,1000,36-50,Good (650-750),2020,12,250,Good
VF-003600,Hassan Mohamed Abdullah,1098090409,33,Nasr City - El Mirghany,Postpaid 150,2024-09-15,0,587,150,25,500,26-35,Fair (500-650),2024,9,150,Fair
VF-003601,Khaled Nabil Rida,1090233301,53,Nasr City - El Mirghany,Family Plan,2025-04-17,0,717,300,80,1500,50+,Good (650-750),2025,4,300,Good
VF-003602,Hassan Ramadan El-Sayed,1024954493,43,Nasr City - Abbas El-Akkad,Family Plan,2022-02-08,0,733,300,80,1500,36-50,Good (650-750),2022,2,300,Good
VF-003603,Dina Farouk Helmy,1069737073,44,Nasr City - Zone 2,Prepaid 50,2021-08-16,0,335,50,5,100,36-50,Poor (<500),2021,8,50,Poor
VF-003604,Shimaa Sayed Qasim,1046515728,68,Nasr City - Zone 3,Student Plan,2022-06-06,0,470,80,20,200,50+,Poor (<500),2022,6,80,Poor
VF-003605,Mariam Hassan Gamal,1015123417,38,Nasr City - Zone 3,Prepaid 50,2023-10-04,0,411,50,5,100,36-50,Poor (<500),2023,10,50,Poor
VF-003606,Reem Lotfy Ibrahim,1061734706,52,Nasr City - Mostafa El-Nahas,Unlimited Premium,2020-04-22,0,774,800,-1,-1,50+,Excellent (750+),2020,4,800,Excellent
VF-003607,Amr Abdallah Badawi,1020830367,47,Nasr City - Zone 1,Postpaid 400,2024-11-05,0,786,400,100,2000,36-50,Excellent (750+),2024,11,400,Excellent
VF-003608,Rana Lotfy Hanafi,1062400142,29,Nasr City - Mostafa El-Nahas,Student Plan,2024-06-03,0,533,80,20,200,26-35,Poor (<500),2024,6,80,Fair
VF-003609,Youssef Farouk Qasim,1098697037,28,Nasr City - El Mirghany,Student Plan,2021-08-16,0,667,80,20,200,26-35,Poor (<500),2021,8,80,Good
VF-003610,Hany Mahmoud Khalil,1090706480,22,Nasr City - Zone 1,Prepaid 50,2024-12-02,0,407,50,5,100,18-25,Poor (<500),2024,12,50,Poor
VF-003611,Shimaa Mohamed Helmy,1094983880,57,Nasr City - Zone 2,Postpaid 150,2022-01-07,0,648,150,25,500,50+,Fair (500-650),2022,1,150,Fair
VF-003612,Salma Ali Rida,1015319529,19,Nasr City - Abbas El-Akkad,Prepaid 50,2023-01-11,0,663,50,5,100,18-25,Poor (<500),2023,1,50,Good
VF-003613,Ali Ahmed Hanafi,1056499638,58,Nasr City - Abbas El-Akkad,Postpaid 150,2022-05-22,0,568,150,25,500,50+,Fair (500-650),2022,5,150,Fair
VF-003614,Hany Omar El-Sharkawi,1061302901,35,Nasr City - Zone 2,Postpaid 400,2023-01-10,0,796,400,100,2000,26-35,Excellent (750+),2023,1,400,Excellent
VF-003615,Dina Mahmoud Mahmoud,1034007971,28,Unknown,Prepaid 200,2022-07-30,0,578,200,40,800,26-35,Fair (500-650),2022,7,200,Fair
VF-003616,Sherif Fathi Nasser,1039063675,43,Nasr City - Zone 1,Prepaid 50,2023-05-31,0,521,50,5,100,36-50,Poor (<500),2023,5,50,Fair
VF-003617,Amira Nabil Mansour,1062072142,49,Nasr City - El Mirghany,Postpaid 400,2023-07-28,0,627,400,100,2000,36-50,,2023,7,400,Fair
VF-003618,Dina Farouk Awad,1075325199,53,Nasr City - Abbas El-Akkad,Family Plan,2022-01-11,0,709,300,80,1500,50+,Good (650-750),2022,1,300,Good
VF-003619,Rania Nabil Salamah,1088084025,70,Nasr City - Zone 8,Family Plan,2025-06-06,0,743,300,80,1500,50+,Good (650-750),2025,6,300,Good
VF-003620,Sara Ramadan Zidan,1037890451,27,Nasr City - Zone 3,Postpaid 400,2023-04-03,0,720,400,100,2000,26-35,,2023,4,400,Good
VF-003621,Hassan Sayed Abdel-Aziz,1064705566,48,Nasr City - El Mirghany,Prepaid 100,2020-09-29,0,511,100,15,300,36-50,Fair (500-650),2020,9,100,Fair
VF-003622,Majed Lotfy Rida,1066126719,67,Nasr City - Zone 3,Prepaid 50,2023-12-03,0,811,600,200,5000,50+,Excellent (750+),2023,12,50,Excellent
VF-003623,Hana Mohamed El-Masry,1049732300,61,Nasr City - Zone 1,Prepaid 200,2025-05-03,0,574,200,40,800,50+,Fair (500-650),2025,5,200,Fair
VF-003624,Noha Ibrahim Zidan,1019629598,32,Nasr City - Zone 2,Prepaid 50,2022-01-06,0,405,50,5,100,26-35,Poor (<500),2022,1,50,Poor
VF-003625,Bassam Farouk Qasim,1044019453,50,Nasr City - El Zahraa,Unlimited Premium,2020-12-21,0,844,800,-1,-1,36-50,Excellent (750+),2020,12,800,Excellent
VF-003626,Shimaa Abdel Morsy,1054932549,44,Nasr City - El Mirghany,Postpaid 150,2023-02-26,0,442,600,200,5000,36-50,,2023,2,150,Poor
VF-003627,Aya Gamal Ali,1036260542,62,Nasr City - Abbas El-Akkad,Postpaid 150,2020-07-11,0,592,150,25,500,50+,Fair (500-650),2020,7,150,Fair
VF-003628,Mariam Ali El-Sayed,1021041247,59,Nasr City - Zone 2,Prepaid 100,2025-11-02,0,562,100,15,300,50+,Poor (<500),2025,11,100,Fair
VF-003629,Noha Nabil Rida,1039071026,61,Nasr City - El Mirghany,Postpaid 250,2022-12-17,0,680,250,50,1000,50+,Good (650-750),2022,12,250,Good
VF-003630,Bassam Abdel Mansour,1058093912,42,Nasr City - Abbas El-Akkad,Prepaid 200,2022-04-06,0,562,200,40,800,36-50,Fair (500-650),2022,4,200,Fair
VF-003631,Khaled Salah El-Masry,1024365161,50,Nasr City - Zone 8,Student Plan,2023-12-07,0,536,80,20,200,36-50,Poor (<500),2023,12,80,Fair
VF-003632,Aya Lotfy Morsy,1013771060,64,Nasr City - Zone 1,Prepaid 200,2020-09-16,0,465,200,40,800,50+,Poor (<500),2020,9,200,Poor
VF-003633,Reem Ramadan Hanafi,1077068572,39,Nasr City - Mostafa El-Nahas,Postpaid 150,2021-04-30,0,613,150,25,500,36-50,Fair (500-650),2021,4,150,Fair
VF-003634,Wael Magdy Qasim,1071543112,35,Nasr City - Zone 3,Prepaid 200,2022-03-09,0,732,600,200,5000,26-35,,2022,3,200,Good
VF-003635,Khaled Ahmed Ahmed,1028586774,66,Nasr City - Zone 2,Prepaid 50,2026-03-07,0,650,50,5,100,50+,Poor (<500),2026,3,50,Fair
VF-003636,Ashraf Ramadan Qasim,1082131979,39,Nasr City - Zone 3,Student Plan,2023-08-03,0,433,80,20,200,36-50,Poor (<500),2023,8,80,Poor
VF-003637,Mostafa Farouk Mahmoud,1048511667,48,Nasr City - Zone 7,Postpaid 150,2020-08-27,0,556,150,25,500,36-50,Fair (500-650),2020,8,150,Fair
VF-003638,Ali Ahmed Khalil,1083116295,69,Nasr City - Zone 7,Unlimited Premium,2024-11-09,0,404,800,-1,-1,50+,,2024,11,800,Poor
VF-003639,Mona Ahmed Hanafi,1093345305,40,Nasr City - Mostafa El-Nahas,Student Plan,2020-07-06,0,321,80,20,200,36-50,Poor (<500),2020,7,80,Poor
VF-003640,Hassan Abdallah Ibrahim,1059081992,26,Nasr City - Zone 2,Family Plan,2023-05-12,0,484,300,80,1500,26-35,,2023,5,300,Poor
VF-003641,Rania Ibrahim Gamal,1065373268,25,Nasr City - Zone 3,Prepaid 100,2020-04-10,0,476,100,15,300,18-25,Poor (<500),2020,4,100,Poor
VF-003642,Essam Sayed Gamal,1090864756,63,Nasr City - Zone 10,Prepaid 100,2023-11-18,0,428,100,15,300,50+,Poor (<500),2023,11,100,Poor
VF-003643,Nada Fathi El-Sayed,1049684700,25,Nasr City - Zone 1,Student Plan,2026-05-19,0,310,80,20,200,18-25,Poor (<500),2026,5,80,Poor
VF-003644,Aya Magdy El-Sayed,1056465613,63,Nasr City - Zone 2,Student Plan,2022-06-03,0,477,80,20,200,50+,Poor (<500),2022,6,80,Poor
VF-003645,Aya Ahmed Khalil,1051029775,29,Nasr City - El Mirghany,Prepaid 100,2022-11-07,0,308,100,15,300,26-35,Poor (<500),2022,11,100,Poor
VF-003646,Nader Abdel Mansour,1097061343,44,Unknown,Prepaid 50,2022-05-27,0,719,50,5,100,36-50,Poor (<500),2022,5,50,Good
VF-003647,Ghada Omar Farouk,1088000732,65,Nasr City - Zone 7,Prepaid 100,2023-08-08,0,300,100,15,300,50+,Poor (<500),2023,8,100,Poor
VF-003648,Fatima Ahmed Mahmoud,1017389878,20,Nasr City - Mostafa El-Nahas,Prepaid 50,2024-01-12,0,684,50,5,100,18-25,Poor (<500),2024,1,50,Good
VF-003649,Nour Magdy Helmy,1069993255,51,Nasr City - Zone 1,Postpaid 150,2025-11-23,0,468,150,25,500,50+,Poor (<500),2025,11,150,Poor
VF-003650,Aya Ibrahim El-Gazzar,1062635739,25,Nasr City - El Mirghany,Prepaid 50,2021-01-15,0,718,50,5,100,18-25,Poor (<500),2021,1,50,Good
VF-003651,Nour Mahmoud Rida,1056759493,30,Nasr City - Zone 2,Prepaid 100,2022-08-31,0,367,100,15,300,26-35,Poor (<500),2022,8,100,Poor
VF-003652,Khaled Salah Ramadan,1098722836,21,Nasr City - Zone 10,Postpaid 250,2025-07-23,0,840,250,50,1000,18-25,Excellent (750+),2025,7,250,Excellent
VF-003653,Yasmin Lotfy Mansour,1044137119,42,Nasr City - El Mirghany,Postpaid 400,2022-11-05,0,601,400,100,2000,36-50,,2022,11,400,Fair
VF-003654,Essam Mohamed Khalil,1070041824,62,Nasr City - Zone 2,Student Plan,2023-08-06,0,384,80,20,200,50+,Poor (<500),2023,8,80,Poor
VF-003655,Mostafa Hassan El-Masry,1032070011,64,Nasr City - Mostafa El-Nahas,Prepaid 200,2024-01-09,0,536,200,40,800,50+,Fair (500-650),2024,1,200,Fair
VF-003656,Heba Ibrahim Shahatah,1066578065,49,Nasr City - El Zahraa,Postpaid 150,2023-02-05,0,577,150,25,500,36-50,Fair (500-650),2023,2,150,Fair
VF-003657,Adel Ibrahim Badawi,1042042273,42,Nasr City - Zone 3,Family Plan,2025-09-04,0,625,300,80,1500,36-50,Fair (500-650),2025,9,300,Fair
VF-003658,Khaled Ramadan Helmy,1056659682,59,Unknown,Postpaid 400,2025-09-06,0,546,400,100,2000,50+,,2025,9,400,Fair
VF-003659,Doaa Gamal Hassan,1039980572,62,Nasr City - Zone 7,Unlimited Premium,2023-08-16,0,685,800,-1,-1,50+,,2023,8,800,Good
VF-003660,Heba Ramadan Abdel-Aziz,1094693176,58,Nasr City - Zone 10,Postpaid 150,2025-01-05,0,667,150,25,500,50+,Good (650-750),2025,1,150,Good
VF-003661,Hana Abdel Ahmed,1073073750,43,Nasr City - Zone 8,Prepaid 100,2020-04-22,0,627,100,15,300,36-50,Poor (<500),2020,4,100,Fair
VF-003662,Ali Ahmed Mansour,1085829223,41,Nasr City - Zone 7,Student Plan,2025-03-09,0,442,80,20,200,36-50,Poor (<500),2025,3,80,Poor
VF-003663,Hana Fathi Rida,1010035465,38,Nasr City - El Zahraa,Postpaid 150,2022-11-07,0,692,150,25,500,36-50,Good (650-750),2022,11,150,Good
VF-003664,Yasmin Ramadan El-Banna,1027403074,24,Nasr City - Zone 2,Prepaid 200,2020-12-17,0,585,200,40,800,18-25,Fair (500-650),2020,12,200,Fair
VF-003665,Mohamed Fathi El-Masry,1045145140,32,Nasr City - Zone 7,Student Plan,2020-05-28,0,648,80,20,200,26-35,Poor (<500),2020,5,80,Fair
VF-003666,Mariam Fathi El-Masry,1052568429,59,Nasr City - El Zahraa,Prepaid 100,2023-02-07,0,352,100,15,300,50+,Poor (<500),2023,2,100,Poor
VF-003667,Rami Hassan El-Masry,1036595259,67,Nasr City - Zone 10,Prepaid 100,2021-04-07,0,594,100,15,300,50+,Poor (<500),2021,4,100,Fair
VF-003668,Ghada Abdel Gamal,1015259726,65,Nasr City - Zone 8,Postpaid 150,2024-04-08,0,703,150,25,500,50+,Good (650-750),2024,4,150,Good
VF-003669,Hossam Mahmoud Rida,1038146498,64,Nasr City - Zone 3,Prepaid 200,2023-10-06,0,554,200,40,800,50+,Fair (500-650),2023,10,200,Fair
VF-003670,Bassam Ali Salamah,1022589053,60,Nasr City - El Mirghany,Prepaid 100,2023-03-03,0,516,100,15,300,50+,Fair (500-650),2023,3,100,Fair
VF-003671,Sara Fathi El-Sharkawi,1092321503,38,Unknown,Postpaid 150,2022-02-18,0,531,150,25,500,36-50,Fair (500-650),2022,2,150,Fair
VF-003672,Ibrahim Abdel Abdullah,1089023139,61,Nasr City - Zone 3,Unlimited Premium,2021-06-20,0,777,800,-1,-1,50+,Excellent (750+),2021,6,800,Excellent
VF-003673,Omar Nabil Qasim,1076037913,58,Nasr City - Mostafa El-Nahas,Prepaid 50,2022-01-09,0,305,50,5,100,50+,Poor (<500),2022,1,50,Poor
VF-003674,Sara Magdy Hanafi,1023241615,65,Nasr City - Zone 8,Postpaid 150,2022-11-10,0,601,150,25,500,50+,Fair (500-650),2022,11,150,Fair
VF-003675,Eman Salah El-Sharkawi,1071926164,49,Nasr City - Zone 1,Student Plan,2025-03-05,0,404,80,20,200,36-50,Poor (<500),2025,3,80,Poor
VF-003676,Ibrahim Magdy Ali,1073096540,65,Nasr City - El Zahraa,Prepaid 100,2021-11-18,0,755,100,15,300,50+,Poor (<500),2021,11,100,Excellent
VF-003677,Eman Ibrahim Salamah,1071413525,64,Nasr City - Abbas El-Akkad,Family Plan,2025-07-10,0,710,300,80,1500,50+,Good (650-750),2025,7,300,Good
VF-003678,Aya Salah Ramadan,1070387116,36,Nasr City - Mostafa El-Nahas,Postpaid 400,2023-03-11,0,787,400,100,2000,36-50,Excellent (750+),2023,3,400,Excellent
VF-003679,Ahmed Salah El-Masry,1043311089,20,Nasr City - El Zahraa,Prepaid 100,2025-05-03,0,334,100,15,300,18-25,Poor (<500),2025,5,100,Poor
VF-003680,Ayman Mahmoud Mansour,1070236569,49,Nasr City - Mostafa El-Nahas,Postpaid 400,2025-09-29,1,771,400,100,2000,36-50,Excellent (750+),2025,9,400,Excellent
VF-003681,Wael Nabil Ali,1039239968,23,Nasr City - El Mirghany,Prepaid 50,2022-07-31,0,586,50,5,100,18-25,Poor (<500),2022,7,50,Fair
VF-003682,Mostafa Mahmoud Helmy,1039258413,60,Nasr City - Zone 10,Prepaid 200,2024-09-11,0,478,200,40,800,50+,Poor (<500),2024,9,200,Poor
VF-003683,Essam Mohamed Mansour,1040178599,26,Nasr City - Zone 7,Postpaid 250,2022-12-26,0,718,250,50,1000,26-35,Good (650-750),2022,12,250,Good
VF-003684,Sherif Lotfy El-Sharkawi,1069035074,52,Nasr City - El Zahraa,Prepaid 50,2025-02-16,0,557,50,5,100,50+,Poor (<500),2025,2,50,Fair
VF-003685,Rana Farouk Zidan,1028961762,68,Nasr City - Zone 1,Prepaid 50,2024-07-07,0,404,50,5,100,50+,Poor (<500),2024,7,50,Poor
VF-003686,Hana Lotfy Qasim,1023561743,49,Nasr City - Zone 1,Student Plan,2021-03-12,0,372,80,20,200,36-50,Poor (<500),2021,3,80,Poor
VF-003687,Mariam Salah Hassan,1090340200,18,Nasr City - Zone 8,Prepaid 200,2020-07-10,0,627,200,40,800,18-25,Fair (500-650),2020,7,200,Fair
VF-003688,Khaled Mahmoud Ibrahim,1014342687,33,Nasr City - Zone 2,Family Plan,2025-11-18,0,653,300,80,1500,26-35,Good (650-750),2025,11,300,Good
VF-003689,Hussein Ali Shahatah,1056365615,63,Nasr City - Zone 8,Prepaid 200,2024-10-05,0,485,200,40,800,50+,Poor (<500),2024,10,200,Poor
VF-003690,Aya Ali Mansour,1065118303,68,Nasr City - Zone 8,Prepaid 100,2025-07-06,0,444,100,15,300,50+,Poor (<500),2025,7,100,Poor
VF-003691,Noha Mohamed Abdullah,1052556849,63,Nasr City - Zone 8,Student Plan,2024-01-10,0,427,80,20,200,50+,Poor (<500),2024,1,80,Poor
VF-003692,Ghada Farouk Morsy,1037912517,45,Nasr City - El Mirghany,Postpaid 250,2022-08-15,0,637,250,50,1000,36-50,Fair (500-650),2022,8,250,Fair
VF-003693,Heba Ali Qasim,1086603499,70,Nasr City - Zone 10,Postpaid 400,2025-07-10,0,842,400,100,2000,50+,Excellent (750+),2025,7,400,Excellent
VF-003694,Rana Hassan Morsy,1037441439,63,Nasr City - Zone 8,Prepaid 100,2025-12-12,0,720,100,15,300,50+,Poor (<500),2025,12,100,Good
VF-003695,Rami Omar El-Gazzar,1091874372,33,Unknown,Postpaid 150,2023-11-04,0,697,150,25,500,26-35,Good (650-750),2023,11,150,Good
VF-003696,Rana Abdel Helmy,1088186162,61,Nasr City - Zone 3,Student Plan,2024-08-24,0,564,80,20,200,50+,Poor (<500),2024,8,80,Fair
VF-003697,Ashraf Sayed Helmy,1038442248,65,Nasr City - Zone 2,Postpaid 250,2023-07-12,0,738,250,50,1000,50+,Good (650-750),2023,7,250,Good
VF-003698,Hassan Nabil Hassan,1063684540,44,Nasr City - El Mirghany,Postpaid 150,2025-03-06,0,545,150,25,500,36-50,Fair (500-650),2025,3,150,Fair
VF-003699,Hossam Hassan Farouk,1038127309,32,Nasr City - Zone 10,Student Plan,2021-05-27,0,374,80,20,200,26-35,Poor (<500),2021,5,80,Poor
VF-003700,Dina Sayed Zidan,1044049138,62,Nasr City - Zone 1,Prepaid 50,2026-01-03,0,476,50,5,100,50+,Poor (<500),2026,1,50,Poor
VF-003701,Ali Lotfy Awad,1022986419,26,Unknown,Prepaid 200,2023-04-10,0,583,200,40,800,26-35,Fair (500-650),2023,4,200,Fair
VF-003702,Ghada Salah Farouk,1043849796,27,Nasr City - Zone 3,Postpaid 250,2024-11-17,0,711,250,50,1000,26-35,,2024,11,250,Good
VF-003703,Mostafa Gamal Gamal,1075114399,24,Nasr City - Zone 8,Postpaid 250,2024-11-11,0,656,250,50,1000,18-25,,2024,11,250,Good
VF-003704,Sami Farouk El-Sharkawi,1071504235,31,Nasr City - Zone 8,Prepaid 100,2020-03-13,0,580,100,15,300,26-35,Poor (<500),2020,3,100,Fair
VF-003705,Amr Abdel Awad,1041130147,26,Nasr City - Zone 8,Postpaid 150,2022-12-11,0,663,150,25,500,26-35,Good (650-750),2022,12,150,Good
VF-003706,Amira Gamal Ramadan,1026225149,34,Nasr City - El Mirghany,Prepaid 200,2022-01-19,0,580,200,40,800,26-35,Fair (500-650),2022,1,200,Fair
VF-003707,Omar Farouk Ahmed,1070209579,29,Nasr City - Zone 1,Family Plan,2023-08-27,0,661,300,80,1500,26-35,Good (650-750),2023,8,300,Good
VF-003708,Shimaa Hassan Mansour,1041899679,25,Nasr City - Zone 10,Postpaid 400,2023-05-01,0,810,400,100,2000,18-25,Excellent (750+),2023,5,400,Excellent
VF-003709,Mohamed Fathi Awad,1034487993,50,Nasr City - Zone 1,Prepaid 100,2023-09-02,0,560,100,15,300,36-50,Fair (500-650),2023,9,100,Fair
VF-003710,Dina Abdallah Awad,1016662550,40,Nasr City - Zone 8,Prepaid 50,2022-03-10,0,530,50,5,100,36-50,Poor (<500),2022,3,50,Fair
