customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score
VF-003778,Heba Hassan Mahmoud,1049433488,999,Nasr City - Zone 10,Prepaid Basic,11/22/2024,0,654.9
VF-003779,Ahmed Omar Badawi,1013318984,41,Nasr City - Abbas El-Akkad,Prepaid Basic,12/21/2023,0,740.6
VF-003780,Ghada Ahmed El-Sharkawi,1078750698,24,Nasr City - Zone 8,Postpaid 200,5/3/2025,0,382.2
VF-003781,Tarek Ramadan Morsy,1096677754,55,Nasr City - Zone 3,Prepaid Plus,8/9/2022,0,280.2
VF-003782,Hussein Fathi El-Banna,1088086462,43,Nasr City - Zone 7,Prepaid Plus,11/9/2025,0,746.5
VF-003783,Hany Magdy El-Sharkawi,1071300475,26,Nasr City - El Mirghany,Postpaid 200,3/4/2023,0,775
VF-003784,Rania Gamal Khalil,1041749637,44,Nasr City - Zone 7,Postpaid 200,5/9/2025,0,464.5
VF-003785,Dina Sayed Ibrahim,1075859304,49,Nasr City - Zone 2,Postpaid 200,12/29/2022,0,545.7
VF-003786,Mohamed Ibrahim El-Banna,1084715452,23,Nasr City - Zone 1,Prepaid Plus,3/26/2022,0,846.7
VF-003787,Ali Ali Hanafi,1051004073,26,Nasr City - Zone 1,Prepaid Basic,4/18/2022,1,517.4
VF-003788,Dina Abdallah El-Gazzar,1053233313,50,Nasr City - Zone 1,Prepaid Plus,7/17/2025,0,321
VF-003789,Wael Fathi Abdullah,1058725771,55,Nasr City - Zone 3,Postpaid 200,1/8/2023,0,650.6
VF-003790,Doaa Ahmed Ahmed,1098800412,42,Nasr City - Abbas El-Akkad,Prepaid Basic,5/24/2022,0,422.9
VF-003791,Amr Salah Ali,1013417853,26,Nasr City - Zone 7,Prepaid Basic,12/27/2022,0,653.6
VF-003792,Aya Abdel Helmy,1097799181,46,Nasr City - Zone 10,POSTPAID 100,11/4/2022,0,320.7
VF-003793,Khaled Lotfy El-Sharkawi,1066357793,35,Nasr City - Zone 1,Prepaid Plus,5/24/2023,0,562.3
VF-003794,Mariam Sayed Ramadan,1053791305,47,Nasr City - Abbas El-Akkad,Prepaid Basic,6/10/2024,0,400.4
VF-003795,Fatima Lotfy El-Gazzar,1011527225,0,Nasr City - Zone 3,Prepaid Plus,2/2/2022,0,562.3
VF-003796,Sherif Omar Mansour,1030029989,38,Nasr City - Zone 10,Prepaid Plus,11/23/2025,0,626.7
VF-003797,Rania Abdallah El-Gazzar,1040266363,29,Nasr City - Zone 3,Prepaid Plus,12/27/2024,0,546.4
VF-003798,Bassam Magdy Awad,1089841792,60,Nasr City - Zone 2,Postpaid 100,11/16/2022,0,608.9
VF-003799,Mostafa Magdy Hanafi,1086111222,37,Nasr City - El Zahraa,Postpaid 200,4/2/2025,0,621.2
VF-003800,Ibrahim Abdel Rida,1056270176,66,Nasr City - Zone 10,Prepaid Plus,6/20/2025,0,745.4
VF-003801,Nada Fathi Ramadan,1092317765,34,Nasr City - Zone 8,Prepaid Plus,12/9/2024,0,660.3
VF-003802,Majed Abdallah Ramadan,1017007896,0,Nasr City - Zone 8,Prepaid Plus,7/26/2026,0,714
VF-003803,Amira Nabil Badawi,1022566419,40,Nasr City - Abbas El-Akkad,Postpaid Business,6/12/2023,0,833.4
VF-003804,Majed Abdallah Shahatah,1089472775,67,Nasr City - Abbas El-Akkad,Prepaid Basic,11/20/2024,0,372.7
VF-003805,Yasmin Ibrahim Morsy,1015894359,28,Nasr City - El Mirghany,Postpaid Business,4/1/2025,0,307.4
VF-003806,Hana Mahmoud Gamal,1070380893,60,Nasr City - Zone 3,Postpaid 200,1/31/2024,0,498.7
VF-003807,Ali Ibrahim Rida,1071689676,38,Nasr City - Zone 10,Postpaid 100,1/12/2022,0,474
VF-003808,Heba Magdy Helmy,1094273332,20,Nasr City - El Mirghany,Prepaid Basic,12/28/2021,0,479
VF-003809,Shimaa Hassan Farouk,1050620176,61,Nasr City - Zone 1,Prepaid Basic,10/12/2022,0,350.1
VF-003810,Tamer Abdallah Morsy,1011310807,58,Nasr City - Zone 7,Prepaid Basic,8/19/2024,0,556.7
VF-003811,Khaled Nabil Ramadan,1094147542,62,Nasr City - Zone 1,Postpaid 100,10/31/2022,0,829.5
VF-003812,Mona Hassan Nasser,1093474829,29,Nasr City - Abbas El-Akkad,Prepaid Plus,3/23/2023,0,567.6
VF-003813,Rana Ibrahim Awad,1067561766,20,Nasr City - El Zahraa,Prepaid Plus,9/30/2025,0,393.5
VF-003814,Shimaa Ali Helmy,1072772697,66,Nasr City - Zone 8,Postpaid Business,9/20/2023,0,535.8
VF-003815,Heba Ali Hassan,1045262118,52,Nasr City - Zone 10,Prepaid Basic,9/7/2025,0,274.1
VF-003816,Majed Ahmed Badawi,1040098724,49,Nasr City - Zone 3,POSTPAID 100,2/6/2023,0,411
VF-003817,Hana Ibrahim Qasim,1019266500,40,Nasr City - Zone 3,Postpaid 200,3/8/2022,0,303
VF-003818,Bassam Mahmoud Mansour,1072427865,47,Nasr City - El Mirghany,Postpaid 100,8/27/2022,0,507.4
VF-003819,Yasmin Gamal Awad,1082241049,46,Nasr City - Zone 8,Prepaid Basic,6/25/2022,0,466.7
VF-003820,Rami Sayed El-Gazzar,1076773846,43,Nasr City - Zone 3,Postpaid Business,3/20/2025,0,595.4
VF-003821,Ali Mohamed Mahmoud,1025691788,20,Nasr City - El Mirghany,Postpaid 200,11/22/2022,0,365.5
VF-003822,Amr Lotfy Shahatah,1017590039,61,Nasr City - Zone 1,Prepaid Plus,11/22/2024,0,330.2
VF-003823,Ghada Sayed El-Banna,1074721635,41,Nasr City - Zone 8,Postpaid 100,5/1/2024,0,738.1
VF-003824,Doaa Ali Rida,1070311515,37,Nasr City - Zone 1,Postpaid 200,9/22/2023,0,590.6
VF-003825,Nader Farouk Morsy,1085269235,52,Nasr City - Zone 3,Prepaid Plus,5/20/2023,0,463.1
VF-003826,Nada Fathi Helmy,1020294795,19,Nasr City - Abbas El-Akkad,Prepaid Basic,12/5/2024,0,550.2
VF-003827,Walid Farouk Shahatah,1053571402,22,Nasr City - Zone 1,Prepaid Plus,9/28/2023,0,320
VF-003828,Reem Abdel Shahatah,1077115056,61,Nasr City - Zone 3,Postpaid Business,11/21/2024,0,818.3
VF-003829,Hassan Abdel Ahmed,1097205731,20,Nasr City - Abbas El-Akkad,Prepaid Basic,11/21/2022,0,309.7
VF-003830,Nada Abdallah Mahmoud,1045767759,30,Nasr City - Zone 2,Postpaid 200,12/20/2024,0,617.7
VF-003831,Nada Ibrahim El-Sharkawi,1092503804,65,Nasr City - Zone 2,Postpaid Business,10/15/2023,0,546.3
VF-003832,Eman Farouk Zidan,1045215102,33,Nasr City - Mostafa El-Nahas,PostPaid 200,5/30/2025,0,834.6
VF-003833,Ashraf Omar Abdullah,1083658483,24,Nasr City - Zone 1,Postpaid 200,11/19/2023,0,805.2
VF-003834,Amira Gamal Abdullah,1025790662,26,Nasr City - Zone 3,Postpaid 100,6/18/2022,0,373.9
VF-003835,Noha Mohamed Farouk,1027785474,61,Nasr City - Zone 1,Postpaid 200,9/9/2022,1,422
VF-003836,Nada Abdallah Helmy,1082943774,18,Nasr City - El Mirghany,PostPaid 200,6/21/2025,0,485
VF-003837,Sami Abdallah Rida,1024946937,64,Nasr City - Zone 3,Prepaid Plus,6/17/2022,0,874
VF-003838,Reem Omar Mahmoud,1092067132,61,Nasr City - Zone 3,Postpaid Business,6/22/2025,0,839
VF-003839,Sherif Omar Helmy,1063894453,29,Nasr City - Zone 3,POSTPAID 100,8/31/2024,0,786
VF-003840,Reem Magdy Awad,1082521003,43,Nasr City - Zone 7,Postpaid 200,6/8/2022,0,369.9
VF-003841,Mona Gamal Qasim,1020789075,62,Nasr City - Zone 2,Postpaid 200,10/27/2023,0,624.4
VF-003842,Noha Ramadan El-Sayed,1063293732,59,Nasr City - Zone 2,Postpaid 100,6/1/2023,0,677.5
VF-003843,Noha Magdy Khalil,1074004101,38,Nasr City - Zone 7,Postpaid 200,8/11/2022,0,620.8
VF-003844,Noha Ali Hassan,1096426651,54,Nasr City - Mostafa El-Nahas,Postpaid Business,10/26/2022,0,511.8
VF-003845,Reem Gamal Rida,1079916161,36,Nasr City - El Mirghany,Postpaid 200,10/16/2025,0,477.8
VF-003846,Salma Sayed El-Gazzar,1051362859,64,Nasr City - Zone 7,Prepaid Plus,4/22/2023,0,694.2
VF-003847,Ali Nabil Khalil,1093748245,42,Nasr City - Zone 3,Postpaid 200,9/3/2023,0,821.4
VF-003848,Mohamed Ahmed Abdel-Aziz,1066689317,38,Nasr City - Zone 8,Postpaid 200,8/2/2024,0,771.5
VF-003849,Ghada Sayed Helmy,1054150213,67,Nasr City - Zone 7,Prepaid Plus,8/1/2024,0,539.4
VF-003850,Hassan Abdel Awad,1087572964,27,Nasr City - Zone 10,Postpaid 100,1/21/2023,0,427.3
VF-003851,Salma Farouk El-Masry,1021766447,,Nasr City - Zone 8,,7/1/2022,0,513.9
VF-003852,Wael Farouk Salamah,1078643782,44,Nasr City - Zone 2,Postpaid 200,10/11/2022,0,209.2
VF-003853,Dina Fathi Nasser,1091727019,49,Nasr City - El Zahraa,Postpaid 100,11/25/2025,0,303.4
VF-003854,Walid Abdallah Zidan,1030974507,30,Nasr City - El Mirghany,Postpaid 100,8/21/2022,0,886.1
VF-003855,Hana Sayed Ali,1099793462,56,Nasr City - Zone 7,Prepaid Plus,12/12/2022,0,217.4
VF-003856,Reem Ramadan Mahmoud,1045612117,52,Nasr City - Zone 7,Postpaid 100,10/14/2022,0,837.1
VF-003857,Khaled Abdallah Farouk,1060642472,25,Nasr City - Zone 10,Prepaid Plus,5/23/2024,0,619
VF-003858,Sami Nabil Hassan,1064808261,37,Nasr City - Zone 2,Postpaid 200,5/8/2024,0,592.8
VF-003859,Rana Hassan Rida,1048905837,51,Nasr City - El Zahraa,Prepaid Basic,1/10/2025,0,768.6
VF-003860,Ghada Mohamed Ibrahim,1020864108,27,Nasr City - Zone 2,Postpaid Business,2/28/2022,0,761.8
VF-003861,Shimaa Nabil Farouk,1086406702,18,Nasr City - Zone 2,Postpaid Business,10/1/2023,0,455.4
VF-003862,Hassan Gamal Ali,1037492270,67,Nasr City - Zone 2,Prepaid Basic,7/25/2026,0,226.3
VF-003863,Adel Sayed Ali,1064660050,22,Nasr City - Zone 3,Prepaid Basic,11/20/2025,0,223.7
VF-003864,Noha Sayed Ahmed,1029084760,40,Nasr City - Zone 10,Postpaid 200,12/21/2021,0,562.1
VF-003865,Sami Ali Mahmoud,1029269049,40,Nasr City - El Zahraa,Postpaid 200,9/19/2024,0,620.4
VF-003866,Essam Ramadan Gamal,1054884903,61,Nasr City - Mostafa El-Nahas,Postpaid 200,2/15/2025,0,700.5
VF-003867,Sara Salah Zidan,1013114394,58,Nasr City - Zone 3,postpaid business,7/24/2026,0,525.3
VF-003868,Walid Gamal El-Sayed,1041437744,52,Nasr City - Zone 3,Postpaid 200,3/14/2024,0,351.2
VF-003869,Hussein Magdy El-Sayed,1019570981,47,Nasr City - Zone 7,Prepaid Plus,8/15/2024,0,799.8
VF-003870,Majed Ahmed Ramadan,1032206441,56,Nasr City - Zone 10,Postpaid 100,6/11/2025,0,579
VF-003871,Hassan Omar El-Sayed,1017167939,31,Nasr City - Zone 1,Postpaid 100,9/5/2025,0,608.7
VF-003872,Fatima Ahmed Hanafi,1080696407,51,Nasr City - El Mirghany,Postpaid 200,2/5/2023,0,404.2
VF-003873,Yasmin Magdy Zidan,1049360048,,Nasr City - Zone 10,Postpaid 100,1/13/2022,0,504.3
VF-003874,Tamer Nabil Ali,1028470697,63,Nasr City - El Zahraa,Postpaid 200,3/3/2024,0,626.9
VF-003875,Hana Abdallah Badawi,1020162254,68,Nasr City - Zone 2,Postpaid 100,7/4/2022,0,583.3
VF-003876,Doaa Abdel Hassan,1079435767,29,Nasr City - Zone 8,Prepaid Basic,4/18/2024,0,612.7
VF-003877,Ghada Nabil El-Sayed,1074843530,31,Nasr City - El Mirghany,Prepaid Plus,5/19/2022,0,408.3
VF-003878,Nada Hassan Rida,1094482398,69,Nasr City - El Zahraa,Postpaid 100,3/28/2024,0,846.7
VF-003879,Mona Mohamed Awad,1023810097,33,Nasr City - El Mirghany,Postpaid Business,2/15/2024,0,899.6
VF-003880,Rami Lotfy Rida,1013165278,44,Nasr City - Zone 2,Postpaid Business,10/20/2025,0,522
VF-003881,Ahmed Fathi El-Sharkawi,1063877390,69,Nasr City - Abbas El-Akkad,Postpaid Business,3/26/2025,0,593.7
VF-003882,Ali Fathi Ibrahim,1011052488,64,Nasr City - Mostafa El-Nahas,Postpaid 200,3/19/2025,0,614.9
VF-003883,Hana Omar Ahmed,1019282300,21,Nasr City - El Zahraa,Prepaid Basic,10/28/2023,0,647.3
VF-003884,Tarek Hassan El-Banna,1049911991,43,Nasr City - Mostafa El-Nahas,Prepaid Plus,7/18/2025,0,623.2
VF-003885,Ahmed Fathi Ramadan,1028802624,33,Nasr City - Zone 3,Postpaid 100,5/22/2023,0,455.8
VF-003886,Tarek Farouk Nasser,1020551874,34,Nasr City - Zone 7,Prepaid Basic,6/10/2023,0,296.4
VF-003887,Majed Ramadan El-Gazzar,1082123170,64,,Prepaid Basic,4/7/2022,0,246.6
VF-003888,Eman Abdallah Hassan,1049232399,999,Nasr City - Zone 2,Prepaid Plus,5/22/2025,0,304
VF-003889,Tarek Omar Nasser,1074799493,18,Nasr City - El Mirghany,Postpaid 200,6/30/2024,0,725.8
VF-003890,Rania Ibrahim El-Sayed,1047776028,999,Nasr City - Zone 8,Postpaid 100,8/10/2024,0,727.6
VF-003891,Aya Magdy Gamal,1031691697,39,,Postpaid 100,8/14/2025,0,323.8
VF-003892,Salma Fathi Ali,1048080929,39,Nasr City - Zone 3,Postpaid 200,8/11/2022,0,334.4
VF-003893,Amira Sayed Awad,1065818993,27,Nasr City - Zone 2,Prepaid Basic,10/19/2022,0,334.6
VF-003894,Hana Gamal Rida,1071766707,64,Nasr City - Zone 10,Postpaid 100,11/18/2024,0,767.9
VF-003895,Nada Magdy Khalil,1039681988,59,Nasr City - Zone 7,Prepaid Plus,1/6/2025,0,828.5
VF-003896,Youssef Abdel Badawi,1011276083,34,Nasr City - El Mirghany,Prepaid Basic,9/9/2024,0,849.5
VF-003897,Tamer Ali El-Banna,1011638826,61,Nasr City - Zone 3,Prepaid Basic,9/25/2025,0,713.8
VF-003898,Ayman Lotfy Shahatah,1038212160,58,Nasr City - Zone 7,Postpaid Business,3/25/2024,0,461.1
VF-003899,Karim Ramadan Mansour,1078149481,54,Nasr City - Zone 8,Prepaid Plus,8/22/2023,0,810
VF-003900,Mariam Abdel Nasser,1043236294,59,Nasr City - Zone 8,Postpaid 100,2/26/2024,0,708
VF-003901,Bassam Abdallah Ibrahim,1063359795,50,Nasr City - Mostafa El-Nahas,Postpaid Business,3/27/2022,0,475.7
VF-003902,Omar Gamal Gamal,1091281040,64,Nasr City - Zone 2,Postpaid 200,1/22/2023,0,320.6
VF-003903,Ayman Omar Abdullah,1022835910,45,Nasr City - Zone 10,Postpaid 100,2/25/2023,0,477.7
VF-003904,Sami Nabil Ramadan,1044990710,32,Nasr City - Zone 10,Prepaid Basic,10/18/2024,0,559.5
VF-003905,Noha Ibrahim El-Masry,1038676661,62,Nasr City - Mostafa El-Nahas,Prepaid Plus,1/19/2025,0,693.5
VF-003906,Salma Nabil Qasim,1083575237,66,Nasr City - El Zahraa,Prepaid Basic,12/24/2024,0,391.2
VF-003907,Shimaa Abdallah Badawi,1092561138,55,Nasr City - Zone 3,Postpaid 100,2/25/2022,0,315.5
VF-003908,Hossam Ahmed Badawi,1098490291,32,Nasr City - Zone 2,Prepaid Basic,12/26/2021,0,473.6
VF-003909,Nada Salah El-Sayed,1023036510,26,Nasr City - Zone 1,Postpaid 200,7/26/2025,0,572.3
VF-003910,Sara Magdy Nasser,1040639724,,Nasr City - El Mirghany,Prepaid Basic,12/2/2021,0,279.7
VF-003911,Amr Ali Helmy,1090742112,69,Nasr City - Abbas El-Akkad,Postpaid Business,3/30/2024,0,702.5
VF-003912,Sara Sayed Ali,1020989413,27,Nasr City - El Mirghany,Postpaid 100,10/5/2025,0,407.6
VF-003913,Sherif Salah Mahmoud,1047055930,53,Nasr City - Zone 2,Prepaid Basic,8/6/2024,0,442
VF-003914,Hassan Ramadan Abdullah,1044836896,66,Nasr City - Zone 2,Prepaid Plus,11/18/2022,0,638.7
VF-003915,Omar Gamal Abdullah,1069372424,50,Nasr City - Zone 2,Prepaid Basic,10/26/2022,0,504.4
VF-003916,Eman Mohamed El-Sayed,1097661360,38,Nasr City - Zone 8,Prepaid Basic,10/1/2023,0,389.6
VF-003917,Yasmin Ali Abdel-Aziz,1047910931,63,Nasr City - El Zahraa,Postpaid 100,1/6/2023,0,685.8
VF-003918,Hany Fathi Abdullah,1054839267,63,Nasr City - El Zahraa,Prepaid Plus,4/28/2023,0,300.2
VF-003919,Nour Gamal Shahatah,1076772796,24,Nasr City - El Zahraa,Prepaid Plus,6/11/2022,0,554.8
VF-003920,Heba Farouk Hassan,1042858093,35,Nasr City - El Zahraa,Postpaid Business,7/2/2022,0,395.7
VF-003921,Salma Magdy El-Masry,1054686317,53,Nasr City - El Zahraa,Postpaid 200,6/16/2023,0,568.7
VF-003922,Ibrahim Ramadan Ibrahim,1012897999,57,Nasr City - Abbas El-Akkad,Postpaid Business,10/1/2024,0,288.1
VF-003923,Ghada Sayed Ali,1080394905,65,Nasr City - Zone 7,POSTPAID 100,12/3/2022,0,339.8
VF-003924,Sami Sayed Salamah,1065537003,68,Nasr City - Zone 2,Prepaid Plus,9/13/2025,0,375.9
VF-003925,Karim Abdallah Nasser,1098539470,53,Nasr City - Zone 2,Prepaid Plus,6/14/2022,0,300.1
VF-003926,Ahmed Abdel Shahatah,1050566030,56,Nasr City - Abbas El-Akkad,Postpaid Business,11/17/2024,0,832.6
VF-003927,Mostafa Abdel El-Sayed,1094530605,39,Nasr City - El Mirghany,Postpaid Business,9/13/2024,0,718.1
VF-003928,Hossam Hassan Mahmoud,1048360321,22,,Prepaid Plus,6/7/2023,0,210.1
VF-003929,Reem Ali Ibrahim,1065228664,32,Nasr City - Abbas El-Akkad,Prepaid Plus,11/26/2022,0,294.1
VF-003930,Ali Abdel Abdel-Aziz,1041564162,18,Nasr City - Zone 1,Prepaid Plus,7/9/2024,0,593.5
VF-003931,Hussein Ahmed El-Sharkawi,1058963000,49,Nasr City - El Zahraa,Prepaid Basic,7/11/2022,0,402
VF-003932,Mohamed Ramadan Nasser,1087645665,57,Nasr City - Abbas El-Akkad,Postpaid 100,3/19/2022,0,828.7
VF-003933,Nada Abdallah Awad,1015203132,59,Nasr City - Zone 3,Prepaid Basic,7/24/2025,0,834.7
VF-003934,Khaled Hassan Awad,1014646314,61,Nasr City - El Mirghany,Postpaid 100,6/16/2023,0,563.2
VF-003935,Heba Omar Ali,1090280678,39,Nasr City - Zone 7,Postpaid 200,4/14/2024,0,297.1
VF-003936,Khaled Abdallah Helmy,1018825220,26,Nasr City - Mostafa El-Nahas,Prepaid Plus,6/18/2025,0,238.7
VF-003937,Shimaa Mahmoud Farouk,1030472289,37,Nasr City - Zone 2,Prepaid Basic,3/2/2022,0,723.2
VF-003938,Karim Mahmoud Mansour,1072887387,53,Nasr City - Zone 8,Postpaid 100,7/20/2025,0,862.1
VF-003939,Salma Lotfy Rida,1012663281,62,Nasr City - Zone 3,Postpaid Business,8/1/2023,0,287.7
VF-003940,Ashraf Sayed Ibrahim,1089498105,21,Nasr City - Zone 1,Postpaid Business,1/29/2025,0,440.9
VF-003941,Mariam Gamal Ali,1051606927,68,Nasr City - Mostafa El-Nahas,Postpaid Business,10/10/2025,0,889.7
VF-003942,Majed Sayed Awad,1073716559,150,Nasr City - Abbas El-Akkad,Postpaid 100,3/26/2022,0,899.9
VF-003943,Majed Salah Abdel-Aziz,1031617624,52,Nasr City - El Mirghany,Postpaid 100,3/18/2025,0,470.6
VF-003944,Rania Ahmed El-Banna,1073968946,29,Nasr City - Zone 2,POSTPAID 100,9/17/2024,0,536.2
VF-003945,Rami Mahmoud Rida,1078191105,37,Nasr City - Zone 2,Postpaid 100,4/8/2023,0,828.2
VF-003946,Mariam Ramadan Hassan,1050858014,37,Nasr City - Zone 7,Postpaid 100,5/9/2024,0,353.9
VF-003947,Noha Salah Hanafi,1040947401,36,Nasr City - El Zahraa,Postpaid 100,8/13/2024,0,337.1
VF-003948,Rania Ali Badawi,1010431078,25,Nasr City - Zone 10,Postpaid Business,12/17/2023,0,365.3
VF-003949,Eman Ali Helmy,1041971752,59,Nasr City - Zone 8,Prepaid Plus,6/9/2023,0,854.3
VF-003950,Noha Ramadan El-Gazzar,1011309231,0,Nasr City - Zone 10,Prepaid Basic,1/16/2025,0,824
VF-003951,Sami Nabil Ibrahim,1083302858,31,Nasr City - Zone 3,Postpaid 100,9/13/2023,0,427.7
VF-003952,Omar Omar Abdullah,1046848641,64,Nasr City - El Mirghany,PostPaid 200,1/30/2023,0,850.3
VF-003953,Wael Mohamed Abdel-Aziz,1051473258,64,Nasr City - Zone 7,Prepaid Basic,6/13/2023,0,763.6
VF-003954,Adel Salah El-Banna,1027619120,38,Nasr City - Zone 7,Prepaid Basic,2/24/2023,0,887.4
VF-003955,Fatima Ahmed Abdullah,1054844252,26,Nasr City - Zone 10,Postpaid Business,10/24/2024,0,545.8
VF-003956,Heba Mohamed Qasim,1075534059,51,Nasr City - Abbas El-Akkad,Postpaid 200,11/2/2023,0,886.6
VF-003957,Ashraf Mahmoud Ramadan,1088572643,45,Nasr City - Zone 8,Prepaid Plus,4/20/2025,0,645.2
VF-003958,Reem Fathi Rida,1065844787,59,Nasr City - Abbas El-Akkad,Prepaid Plus,3/15/2023,0,649.8
VF-003959,Walid Nabil Khalil,1057647743,23,,Postpaid 200,11/21/2025,0,753.2
VF-003960,Walid Lotfy Badawi,1039593685,27,Nasr City - El Zahraa,Postpaid Business,4/14/2023,0,404.9
VF-003961,Hossam Mohamed Farouk,1010995926,19,Nasr City - Zone 1,Postpaid Business,4/29/2025,0,753.7
VF-003962,Rania Farouk Ahmed,1048645806,22,Nasr City - El Zahraa,Prepaid Plus,7/4/2024,0,554.2
VF-003963,Noha Nabil Mahmoud,1080899354,68,Nasr City - Mostafa El-Nahas,Prepaid Plus,8/20/2024,0,588.2
VF-003964,Nada Lotfy El-Banna,1029263924,67,Nasr City - Zone 1,Postpaid 200,8/27/2024,0,753.9
VF-003965,Nada Farouk El-Sayed,1032391091,66,Nasr City - Mostafa El-Nahas,Postpaid 200,12/5/2024,0,236.8
VF-003966,Khaled Fathi Nasser,1083771560,36,Nasr City - Zone 1,Prepaid Plus,10/17/2023,0,446.8
VF-003967,Omar Mohamed Badawi,1081987448,24,Nasr City - Mostafa El-Nahas,Postpaid 100,4/16/2022,0,395.6
VF-003968,Nader Abdel Shahatah,1044790509,58,Nasr City - Zone 8,Postpaid Business,8/30/2025,0,610.4
VF-003969,Wael Abdallah Khalil,1019622395,27,Nasr City - Zone 8,Prepaid Basic,8/23/2023,0,304.9
VF-003970,Nader Ahmed Ahmed,1062443998,67,Nasr City - Zone 10,Postpaid 100,12/23/2023,0,728.5
VF-003971,Doaa Ibrahim Abdel-Aziz,1098823684,21,Nasr City - El Mirghany,Postpaid 100,10/3/2022,0,294.5
VF-003972,Mariam Omar Hassan,1070102014,55,Nasr City - Zone 1,Postpaid Business,11/28/2024,0,737.3
VF-003973,Walid Mohamed Shahatah,1040944451,45,Nasr City - Zone 7,Prepaid Plus,4/5/2023,0,782.2
VF-003974,Hussein Ramadan Farouk,1091572010,21,Nasr City - El Mirghany,Prepaid Basic,4/14/2022,0,804.8
VF-003975,Rana Hassan Farouk,1052922557,22,Nasr City - Zone 1,Prepaid Plus,8/29/2023,0,451.3
VF-003976,Mona Gamal Ali,1016198029,24,Nasr City - El Zahraa,Prepaid Basic,1/2/2023,0,373
VF-003977,Hassan Ramadan Gamal,1055092418,48,Nasr City - Abbas El-Akkad,Prepaid Plus,11/18/2023,0,353.3
VF-003978,Essam Farouk Rida,1031205092,23,Nasr City - Mostafa El-Nahas,Postpaid Business,7/16/2022,0,779.2
VF-003979,Doaa Abdel Ahmed,1071416869,68,Nasr City - Zone 3,Prepaid Basic,12/26/2021,0,715.5
VF-003980,Amira Mahmoud Mahmoud,1069380768,67,Nasr City - Zone 8,Postpaid 100,8/28/2024,0,824.3
VF-003981,Yasmin Hassan Ramadan,1016711464,70,Nasr City - Zone 8,Prepaid Plus,9/11/2022,0,486.6
VF-003982,Ashraf Abdallah Awad,1075852961,67,Nasr City - Mostafa El-Nahas,Postpaid Business,6/29/2025,0,531.7
VF-003983,Rania Ibrahim Hanafi,1086986647,42,Nasr City - Zone 3,Postpaid 200,4/26/2022,0,877.3
VF-003984,Rana Sayed El-Sharkawi,1010267483,67,Nasr City - El Zahraa,Postpaid100,12/31/2023,0,763.9
VF-003985,Amr Abdel El-Banna,1030693600,59,Nasr City - El Zahraa,Prepaid Basic,9/30/2023,0,798.6
VF-003986,Amr Ramadan Abdel-Aziz,1067401654,42,Nasr City - Zone 7,Postpaid 200,3/5/2023,0,517.1
VF-003987,Tamer Salah Zidan,1047003985,41,Nasr City - Zone 1,Postpaid 100,11/14/2025,0,655.8
VF-003988,Noha Hassan Ramadan,1011613493,52,Nasr City - Zone 3,Prepaid Basic,4/27/2022,0,528.4
VF-003989,Mariam Magdy Ahmed,1015386697,41,,Prepaid Basic,8/22/2026,0,498.5
VF-003990,Reem Ramadan Mansour,1058238406,23,Nasr City - El Zahraa,Postpaid 100,5/27/2025,0,531.1
VF-003991,Hussein Abdallah Abdel-Aziz,1033564035,69,Nasr City - Mostafa El-Nahas,Prepaid Plus,10/25/2024,0,727.9
VF-003992,Hany Ramadan Morsy,1059036101,22,Nasr City - El Mirghany,Postpaid 200,6/29/2024,0,603.2
VF-003993,Nour Salah Mahmoud,1093257223,64,Nasr City - Zone 10,Postpaid 100,4/18/2023,0,308
VF-003994,Doaa Omar Shahatah,1065000947,25,Nasr City - Mostafa El-Nahas,Postpaid Business,6/26/2025,0,691.2
VF-003995,Sami Fathi Shahatah,1011842225,43,Nasr City - El Zahraa,POSTPAID 100,8/17/2025,0,325.2
VF-003996,Tarek Gamal Ahmed,1044886527,27,Nasr City - Zone 1,Postpaid Business,3/6/2024,0,271
VF-003997,Mostafa Nabil Gamal,1035393231,70,Nasr City - Zone 1,Postpaid Business,7/3/2024,0,274.1
VF-003998,Noha Farouk Nasser,1090794922,57,Nasr City - Mostafa El-Nahas,Prepaid Plus,7/23/2023,0,412.2
VF-003999,Aya Fathi Ali,1011344689,21,Nasr City - Zone 7,Prepaid Basic,4/24/2024,0,684.7
VF-004000,Doaa Ahmed Morsy,1083439659,60,Nasr City - Abbas El-Akkad,Prepaid Basic,8/7/2023,0,618.4
VF-004001,Nader Ibrahim Qasim,1092461906,24,Nasr City - Zone 7,Postpaid 200,7/1/2024,0,496.7
VF-004002,Youssef Ibrahim Ali,1055143517,59,Nasr City - El Mirghany,Postpaid 200,6/16/2022,0,751.4
VF-004003,Rana Omar Ahmed,1072081735,,Nasr City - El Mirghany,Prepaid Basic,8/19/2024,0,597.9
VF-004004,Hassan Abdallah Ahmed,1026531527,59,Nasr City - El Zahraa,Postpaid Business,3/3/2024,0,645
VF-004005,Ashraf Lotfy Salamah,1035497877,41,Nasr City - Mostafa El-Nahas,Postpaid 200,12/11/2024,0,687.4
VF-004006,Ali Sayed Rida,1075275117,59,Nasr City - Zone 8,Postpaid 200,4/18/2023,0,420.4
VF-004007,Sami Abdallah El-Banna,1088006858,23,Nasr City - Zone 3,Postpaid 100,8/26/2024,0,304.7
